AggStep,ClientIndex,ExecutionTimeSeconds
193,8,3.607959
193,4,4.480361
193,9,2.734663
194,2,3.339052
194,6,2.860904
194,1,3.152833
194,3,3.560574
194,0,2.513672
194,7,5.051288
194,5,4.691142
194,8,3.602011
195,4,4.493068
195,9,2.742721
195,2,3.355332
195,6,2.868256
195,1,3.155114
195,3,3.554383
195,0,2.509660
195,7,5.030409
196,5,4.685989
196,8,3.585990
196,4,4.469835
196,9,2.714228
196,2,3.334784
196,6,2.848576
196,1,3.157003
196,3,3.560480
197,0,2.501226
197,7,5.035578
197,5,4.658273
197,8,3.564025
197,4,4.445702
197,9,2.728201
197,2,3.344746
197,6,2.854237
198,1,3.151065
198,3,3.533114
198,0,2.518260
198,7,5.033730
198,5,4.675731
198,8,3.586551
198,4,4.471989
198,9,2.722847
199,2,3.340574
199,6,2.865630
199,1,3.186309
199,3,3.563612
199,0,2.512026
199,7,5.027910
199,5,4.669283
199,8,3.580285
200,4,4.461237
200,9,2.725843
200,2,3.357135
200,6,2.865684
200,1,3.165829
200,3,3.547872
200,0,2.514497
200,7,5.066576
201,5,4.687739
201,8,3.585605
201,4,4.480059
201,9,2.730442
201,2,3.342589
201,6,2.877945
201,1,3.184602
201,3,3.540620
202,0,2.480750
202,7,5.000157
202,5,4.648047
202,8,3.572723
202,4,4.460705
202,9,2.708483
202,2,3.322912
202,6,2.849844
203,1,3.146983
203,3,3.549231
203,0,2.505454
203,7,5.058981
203,5,4.683888
203,8,3.603910
203,4,4.481373
203,9,2.726914
204,2,3.347578
204,6,2.874555
204,1,3.197592
204,3,3.581656
204,0,2.519812
204,7,5.052585
204,5,4.689109
204,8,3.601581
205,4,4.478486
205,9,2.732665
205,2,3.358483
205,6,2.877218
205,1,3.187817
205,3,3.553027
205,0,2.503401
205,7,5.048818
206,5,4.703038
206,8,3.593553
206,4,4.460007
206,9,2.728237
206,2,3.340463
206,6,2.868069
206,1,3.167218
206,3,3.537194
207,0,2.506518
207,7,5.054449
207,5,4.709374
207,8,3.610051
207,4,4.503344
207,9,2.735273
207,2,3.374434
207,6,2.878590
208,1,3.185075
208,3,3.545195
208,0,2.508322
208,7,5.048091
208,5,4.697273
208,8,3.588745
208,4,4.499620
208,9,2.751555
209,2,3.352803
209,6,2.858018
209,1,3.147306
209,3,3.538184
209,0,2.509557
209,7,5.039150
209,5,4.690130
209,8,3.596212
210,4,4.483661
210,9,2.730562
210,2,3.342673
210,6,2.857178
210,1,3.183574
210,3,3.554332
210,0,2.523266
210,7,5.028574
211,5,4.681522
211,8,3.584512
211,4,4.519293
211,9,2.741569
211,2,3.354570
211,6,2.858325
211,1,3.160327
211,3,3.541981
212,0,2.504440
212,7,5.079734
212,5,4.692138
212,8,3.594561
212,4,4.478040
212,9,2.734710
212,2,3.345706
212,6,2.872248
213,1,3.163719
213,3,3.554248
213,0,2.506428
213,7,5.027239
213,5,4.688397
213,8,3.613908
213,4,4.495998
213,9,2.737143
214,2,3.359797
214,6,2.876924
214,1,3.162148
214,3,3.550299
214,0,2.526742
214,7,5.033867
214,5,4.662881
214,8,3.583663
215,4,4.464155
215,9,2.733347
215,2,3.335191
215,6,2.849485
215,1,3.248792
215,3,3.636618
215,0,2.496884
215,7,5.026997
216,5,4.669087
216,8,3.583428
216,4,4.456172
216,9,2.716298
216,2,3.331923
216,6,2.869530
216,1,3.166601
216,3,3.551396
217,0,2.500041
217,7,5.029820
217,5,4.674423
217,8,3.597271
217,4,4.527754
217,9,2.724461
217,2,3.330675
217,6,2.854419
218,1,3.158913
218,3,3.554442
218,0,2.509176
218,7,5.020143
218,5,4.697372
218,8,3.607574
218,4,4.478561
218,9,2.727345
219,2,3.345735
219,6,2.865885
219,1,3.190317
219,3,3.548742
219,0,2.503832
219,7,5.031881
219,5,4.678083
219,8,3.587399
220,4,4.493740
220,9,2.749293
220,2,3.381598
220,6,2.914273
220,1,3.193190
220,3,3.575738
220,0,2.536067
220,7,5.072501
221,5,4.716034
221,8,3.625503
221,4,4.513190
221,9,2.753558
221,2,3.407347
221,6,2.885331
221,1,3.186571
221,3,3.571135
222,0,2.528552
222,7,5.077389
222,5,4.688119
222,8,3.624208
222,4,4.525554
222,9,2.765188
222,2,3.349962
222,6,2.871248
223,1,3.190673
223,3,3.587623
223,0,2.526703
223,7,5.054149
223,5,4.715826
223,8,3.624951
223,4,4.522787
223,9,2.747900
224,2,3.373136
224,6,2.880389
224,1,3.203405
224,3,3.583400
224,0,2.522823
224,7,5.110158
224,5,4.762709
224,8,3.615402
225,4,4.519394
225,9,2.756205
225,2,3.386605
225,6,2.900902
225,1,3.224445
225,3,3.614998
225,0,2.551666
225,7,5.091774
226,5,4.730026
226,8,3.610972
226,4,4.523234
226,9,2.771507
226,2,3.368057
226,6,2.882758
226,1,3.200544
226,3,3.565635
227,0,2.507342
227,7,5.054212
227,5,4.718784
227,8,3.601727
227,4,4.508641
227,9,2.750845
227,2,3.365120
227,6,2.878118
228,1,3.189757
228,3,3.588807
228,0,2.528492
228,7,5.058545
228,5,4.708960
228,8,3.627294
228,4,4.525611
228,9,2.753351
229,2,3.390363
229,6,2.868463
229,1,3.169528
229,3,3.568898
229,0,2.514205
229,7,5.094314
229,5,4.737875
229,8,3.630596
230,4,4.527240
230,9,2.748545
230,2,3.369968
230,6,2.914832
230,1,3.206615
230,3,3.580365
230,0,2.531639
230,7,5.056581
231,5,4.703473
231,8,3.623680
231,4,4.492748
231,9,2.731063
231,2,3.340606
231,6,2.873529
231,1,3.194722
231,3,3.554530
232,0,2.528828
232,7,5.063381
232,5,4.690540
232,8,3.631309
232,4,4.499605
232,9,2.747151
232,2,3.374499
232,6,2.886700
233,1,3.174091
233,3,3.550014
233,0,2.505513
233,7,5.032133
233,5,4.673029
233,8,3.599757
233,4,4.493050
233,9,2.751565
234,2,3.382607
234,6,2.878637
234,1,3.187970
234,3,3.575982
234,0,2.519339
234,7,5.079299
234,5,4.689874
234,8,3.578354
235,4,4.492800
235,9,2.752807
235,2,3.377583
235,6,2.871353
235,1,3.166806
235,3,3.544613
235,0,2.502223
235,7,5.063092
236,5,4.674812
236,8,3.579301
236,4,4.488909
236,9,2.764230
236,2,3.385157
236,6,2.876463
236,1,3.193004
236,3,3.591205
237,0,2.540320
237,7,5.088196
237,5,4.707613
237,8,3.613355
237,4,4.515737
237,9,2.764211
237,2,3.366943
237,6,2.875600
238,1,3.163120
238,3,3.552972
238,0,2.514864
238,7,5.069419
238,5,4.696659
238,8,3.606428
238,4,4.498284
238,9,2.726300
239,2,3.361605
239,6,2.875579
239,1,3.176468
239,3,3.573861
239,0,2.519447
239,7,5.050373
239,5,4.682768
239,8,3.603824
240,4,4.502610
240,9,2.731042
240,2,3.387347
240,6,2.882433
240,1,3.184683
240,3,3.579724
240,0,2.526443
240,7,5.061122
241,5,4.704658
241,8,3.604799
241,4,4.487753
241,9,2.730638
241,2,3.349832
241,6,2.870091
241,1,3.165626
241,3,3.559590
242,0,2.527843
242,7,5.057917
242,5,4.695023
242,8,3.595562
242,4,4.481259
242,9,2.728667
242,2,3.339503
242,6,2.849509
243,1,3.150064
243,3,3.525312
243,0,2.498201
243,7,5.014066
243,5,4.679507
243,8,3.582860
243,4,4.458938
243,9,2.708300
244,2,3.324182
244,6,2.842205
244,1,3.137582
244,3,3.527686
244,0,2.506393
244,7,5.030491
244,5,4.651897
244,8,3.581122
245,4,4.472431
245,9,2.734152
245,2,3.341058
245,6,2.861801
245,1,3.160064
245,3,3.548605
245,0,2.512977
245,7,5.037684
246,5,4.688641
246,8,3.594027
246,4,4.471499
246,9,2.737223
246,2,3.349612
246,6,2.870206
246,1,3.190482
246,3,3.563663
247,0,2.529480
247,7,5.050799
247,5,4.672640
247,8,3.580484
247,4,4.497651
247,9,2.741954
247,2,3.358112
247,6,2.871134
248,1,3.170696
248,3,3.553308
248,0,2.516483
248,7,5.042757
248,5,4.677773
248,8,3.591481
248,4,4.475871
248,9,2.744452
249,2,3.374655
249,6,2.881081
249,1,3.179520
249,3,3.557505
249,0,2.518523
249,7,5.057313
249,5,4.685669
249,8,3.594342
250,4,4.485121
250,9,2.748779
250,2,3.367585
250,6,2.853931
250,1,3.152034
250,3,3.566342
250,0,2.525362
250,7,5.086385
251,5,4.761212
251,8,3.650668
251,4,4.535073
251,9,2.763590
251,2,3.400200
251,6,2.878938
251,1,3.174056
251,3,3.561163
252,0,2.521228
252,7,5.114422
252,5,4.745929
252,8,3.643701
252,4,4.545941
252,9,2.802875
252,2,3.414426
252,6,2.910765
253,1,3.197519
253,3,3.611130
253,0,2.530676
253,7,5.142790
253,5,4.756483
253,8,3.648487
253,4,4.538910
253,9,2.771182
254,2,3.387550
254,6,2.893104
254,1,3.183744
254,3,3.617795
254,0,2.570677
254,7,5.139867
254,5,4.735037
254,8,3.618136
255,4,4.499349
255,9,2.742616
255,2,3.379214
255,6,2.883183
255,1,3.188352
255,3,3.619997
255,0,2.540787
255,7,5.114655
256,5,4.754211
256,8,3.647326
256,4,4.521930
256,9,2.774557
256,2,3.410202
256,6,2.900386
256,1,3.207593
256,3,3.607527
257,0,2.552697
257,7,5.115738
257,5,4.763676
257,8,3.638533
257,4,4.507209
257,9,2.752384
257,2,3.382122
257,6,2.902351
258,1,3.214939
258,3,3.618123
258,0,2.542849
258,7,5.125687
258,5,4.750343
258,8,3.648331
258,4,4.538734
258,9,2.770494
259,2,3.411286
259,6,2.923417
259,1,3.229167
259,3,3.596658
259,0,2.537120
259,7,5.149083
259,5,4.747641
259,8,3.629907
260,4,4.531788
260,9,2.765624
260,2,3.376192
260,6,2.910391
260,1,3.208471
260,3,3.590305
260,0,2.537398
260,7,5.105677
261,5,4.737370
261,8,3.682385
261,4,4.575112
261,9,2.774213
261,2,3.394732
261,6,2.885877
261,1,3.177097
261,3,3.597465
262,0,2.557586
262,7,5.126708
262,5,4.742105
262,8,3.620441
262,4,4.517595
262,9,2.785887
262,2,3.387564
262,6,2.888503
263,1,3.170015
263,3,3.564362
263,0,2.525395
263,7,5.068841
263,5,4.686616
263,8,3.606133
263,4,4.486506
263,9,2.728217
264,2,3.335499
264,6,2.861865
264,1,3.170195
264,3,3.565747
264,0,2.524389
264,7,5.089517
264,5,4.735741
264,8,3.598747
265,4,4.492961
265,9,2.758189
265,2,3.388611
265,6,2.905430
265,1,3.173403
265,3,3.558247
265,0,2.511385
265,7,5.091714
266,5,4.718676
266,8,3.620763
266,4,4.522621
266,9,2.758386
266,2,3.381671
266,6,2.885147
266,1,3.173739
266,3,3.567230
267,0,2.512459
267,7,5.079133
267,5,4.691319
267,8,3.588366
267,4,4.476319
267,9,2.753193
267,2,3.341974
267,6,2.873615
268,1,3.169849
268,3,3.568271
268,0,2.535023
268,7,5.054206
268,5,4.685334
268,8,3.608494
268,4,4.496505
268,9,2.727855
269,2,3.343585
269,6,2.864929
269,1,3.190589
269,3,3.575339
269,0,2.540169
269,7,5.067862
269,5,4.698401
269,8,3.595965
270,4,4.501371
270,9,2.732335
270,2,3.360290
270,6,2.874656
270,1,3.191089
270,3,3.560631
270,0,2.524787
270,7,5.060557
271,5,4.712351
271,8,3.608219
271,4,4.540428
271,9,2.765054
271,2,3.361848
271,6,2.866158
271,1,3.155415
271,3,3.552991
272,0,2.506861
272,7,5.033171
272,5,4.717206
272,8,3.608851
272,4,4.492397
272,9,2.740439
272,2,3.359959
272,6,2.872263
273,1,3.182984
273,3,3.567883
273,0,2.512938
273,7,5.058495
273,5,4.690225
273,8,3.597536
273,4,4.492914
273,9,2.753959
274,2,3.389247
274,6,2.876264
274,1,3.189858
274,3,3.577670
274,0,2.521341
274,7,5.077621
274,5,4.729218
274,8,3.628122
275,4,4.479246
275,9,2.715712
275,2,3.337158
275,6,2.873379
275,1,3.166122
275,3,3.549096
275,0,2.539814
275,7,5.235844
276,5,4.690667
276,8,3.601338
276,4,4.507617
276,9,2.735043
276,2,3.359972
276,6,2.859887
276,1,3.172823
276,3,3.559514
277,0,2.522237
277,7,5.079555
277,5,4.718887
277,8,3.645685
277,4,4.480333
277,9,2.715104
277,2,3.327081
277,6,2.848150
278,1,3.149894
278,3,3.570985
278,0,2.533034
278,7,5.077755
278,5,4.687625
278,8,3.599395
278,4,4.479166
278,9,2.734880
279,2,3.353561
279,6,2.857689
279,1,3.170804
279,3,3.568974
279,0,2.526903
279,7,5.098448
279,5,4.746462
279,8,3.619744
280,4,4.496441
280,9,2.733619
280,2,3.341218
280,6,2.860697
280,1,3.155861
280,3,3.565685
280,0,2.515826
280,7,5.050100
281,5,4.727661
281,8,3.586856
281,4,4.489527
281,9,2.752646
281,2,3.361722
281,6,2.878132
281,1,3.186153
281,3,3.573315
282,0,2.525635
282,7,5.060930
282,5,4.691705
282,8,3.623204
282,4,4.542363
282,9,2.742543
282,2,3.368462
282,6,2.865055
283,1,3.179952
283,3,3.574606
283,0,2.498850
283,7,5.014198
283,5,4.685763
283,8,3.622105
283,4,4.530201
283,9,2.745181
284,2,3.372307
284,6,2.878665
284,1,3.175688
284,3,3.572217
284,0,2.527734
284,7,5.060325
284,5,4.727093
284,8,3.628744
285,4,4.556414
285,9,2.741936
285,2,3.351546
285,6,2.864158
285,1,3.176410
285,3,3.576687
285,0,2.547857
285,7,5.083520
286,5,4.712179
286,8,3.615533
286,4,4.499542
286,9,2.764836
286,2,3.372439
286,6,2.869805
286,1,3.186841
286,3,3.595991
287,0,2.521275
287,7,5.067737
287,5,4.688223
287,8,3.600891
287,4,4.482588
287,9,2.743427
287,2,3.345953
287,6,2.847561
288,1,3.155581
288,3,3.564409
288,0,2.522799
288,7,5.080376
288,5,4.702441
288,8,3.608894
288,4,4.491709
288,9,2.730964
289,2,3.341804
289,6,2.864758
289,1,3.164302
289,3,3.569585
289,0,2.536051
289,7,5.117044
289,5,4.702580
289,8,3.602759
290,4,4.495580
290,9,2.739197
290,2,3.353505
290,6,2.886616
290,1,3.193154
290,3,3.577763
290,0,2.526183
290,7,5.060847
291,5,4.696040
291,8,3.605711
291,4,4.544705
291,9,2.755812
291,2,3.360764
291,6,2.889502
291,1,3.182220
291,3,3.567591
292,0,2.519477
292,7,5.087987
292,5,4.710216
292,8,3.605278
292,4,4.493878
292,9,2.733875
292,2,3.375347
292,6,2.900402
293,1,3.221925
293,3,3.611738
293,0,2.541979
293,7,5.059659
293,5,4.686261
293,8,3.591905
293,4,4.507715
293,9,2.734489
294,2,3.350964
294,6,2.874676
294,1,3.187936
294,3,3.578451
294,0,2.526104
294,7,5.082824
294,5,4.695515
294,8,3.589165
295,4,4.482355
295,9,2.736514
295,2,3.356480
295,6,2.889522
295,1,3.178470
295,3,3.576704
295,0,2.525346
295,7,5.067500
296,5,4.693291
296,8,3.621851
296,4,4.507449
296,9,2.746596
296,2,3.362044
296,6,2.881682
296,1,3.178152
296,3,3.571023
297,0,2.528792
297,7,5.079943
297,5,4.716380
297,8,3.612508
297,4,4.489888
297,9,2.745361
297,2,3.352525
297,6,2.866480
298,1,3.174532
298,3,3.567261
298,0,2.571263
298,7,5.088336
298,5,4.698246
298,8,3.596794
298,4,4.488132
298,9,2.747857
299,2,3.351103
299,6,2.864280
299,1,3.170450
299,3,3.563499
299,0,2.533582
299,7,5.094301
299,5,4.723040
299,8,3.632233
300,4,4.517300
300,9,2.775401
300,2,3.374224
300,6,2.875361
300,1,3.171389
300,3,3.541387
300,0,2.512239
300,7,5.059717
301,5,4.686774
301,8,3.600157
301,4,4.506909
301,9,2.770075
301,2,3.381737
301,6,2.892871
301,1,3.197495
301,3,3.587597
302,0,2.521385
302,7,5.069904
302,5,4.683722
302,8,3.594384
302,4,4.497124
302,9,2.779767
302,2,3.399674
302,6,2.902911
303,1,3.188356
303,3,3.578512
303,0,2.533018
303,7,5.057270
303,5,4.672873
303,8,3.577321
303,4,4.477701
303,9,2.728448
304,2,3.339786
304,6,2.858882
304,1,3.178050
304,3,3.557254
304,0,2.514471
304,7,5.076309
304,5,4.719069
304,8,3.608693
305,4,4.490143
305,9,2.734874
305,2,3.368144
305,6,2.878269
305,1,3.184258
305,3,3.580377
305,0,2.537004
305,7,5.090949
306,5,4.707361
306,8,3.611311
306,4,4.508383
306,9,2.748657
306,2,3.353765
306,6,2.870738
306,1,3.171524
306,3,3.578696
307,0,2.524347
307,7,5.072584
307,5,4.726039
307,8,3.625702
307,4,4.508391
307,9,2.747142
307,2,3.366385
307,6,2.895847
308,1,3.184264
308,3,3.566641
308,0,2.511904
308,7,5.065154
308,5,4.697294
308,8,3.616049
308,4,4.515073
308,9,2.744084
309,2,3.372998
309,6,2.884952
309,1,3.184407
309,3,3.573679
309,0,2.537925
309,7,5.079028
309,5,4.695542
309,8,3.622910
310,4,4.522070
310,9,2.753885
310,2,3.368801
310,6,2.887996
310,1,3.189478
310,3,3.572136
310,0,2.524870
310,7,5.072257
311,5,4.703887
311,8,3.609941
311,4,4.517376
311,9,2.753885
311,2,3.380553
311,6,2.879737
311,1,3.178113
311,3,3.588084
312,0,2.530491
312,7,5.073461
312,5,4.684337
312,8,3.607237
312,4,4.496528
312,9,2.740518
312,2,3.369807
312,6,2.912493
313,1,3.197491
313,3,3.591535
313,0,2.534314
313,7,5.087960
313,5,4.730418
313,8,3.606940
313,4,4.499732
313,9,2.756881
314,2,3.368773
314,6,2.891896
314,1,3.198025
314,3,3.597857
314,0,2.540268
314,7,5.096937
314,5,4.713870
314,8,3.613352
315,4,4.498604
315,9,2.768899
315,2,3.382592
315,6,2.907569
315,1,3.198714
315,3,3.596650
315,0,2.542597
315,7,5.109212
316,5,4.715373
316,8,3.610303
316,4,4.498966
316,9,2.771783
316,2,3.394273
316,6,2.884862
316,1,3.165581
316,3,3.546720
317,0,2.504428
317,7,5.055795
317,5,4.740176
317,8,3.635908
317,4,4.539910
317,9,2.760466
317,2,3.369786
317,6,2.882297
318,1,3.196929
318,3,3.578990
318,0,2.527794
318,7,5.078299
318,5,4.728268
318,8,3.618285
318,4,4.553907
318,9,2.754297
319,2,3.372518
319,6,2.882073
319,1,3.175177
319,3,3.559994
319,0,2.518309
319,7,5.054304
319,5,4.723783
319,8,3.627196
320,4,4.531626
320,9,2.760218
320,2,3.381120
320,6,2.871387
320,1,3.183409
320,3,3.568725
320,0,2.527154
320,7,5.073191
321,5,4.725919
321,8,3.629996
321,4,4.503999
321,9,2.743527
321,2,3.368595
321,6,2.900864
321,1,3.180830
321,3,3.579552
322,0,2.524369
322,7,5.063575
322,5,4.704679
322,8,3.610599
322,4,4.502756
322,9,2.735438
322,2,3.355882
322,6,2.868378
323,1,3.174634
323,3,3.553782
323,0,2.510719
323,7,5.068126
323,5,4.719952
323,8,3.617287
323,4,4.501723
323,9,2.717399
324,2,3.346961
324,6,2.871154
324,1,3.158769
324,3,3.540276
324,0,2.504381
324,7,5.034580
324,5,4.677697
324,8,3.598024
325,4,4.487269
325,9,2.744459
325,2,3.331859
325,6,2.849521
325,1,3.155753
325,3,3.537482
325,0,2.511454
325,7,5.022976
326,5,4.666363
326,8,3.577064
326,4,4.470123
326,9,2.721948
326,2,3.356090
326,6,2.868186
326,1,3.170114
326,3,3.558189
327,0,2.517969
327,7,5.028768
327,5,4.681409
327,8,3.594905
327,4,4.479893
327,9,2.729827
327,2,3.347670
327,6,2.864787
328,1,3.160206
328,3,3.545757
328,0,2.501050
328,7,5.057360
328,5,4.684567
328,8,3.600216
328,4,4.486155
328,9,2.744981
329,2,3.345308
329,6,2.878516
329,1,3.162519
329,3,3.552286
329,0,2.507143
329,7,5.074253
329,5,4.684792
329,8,3.609272
330,4,4.470406
330,9,2.723776
330,2,3.350320
330,6,2.862512
330,1,3.151538
330,3,3.542885
330,0,2.522057
330,7,5.047199
331,5,4.672758
331,8,3.587926
331,4,4.469179
331,9,2.731359
331,2,3.332503
331,6,2.857648
331,1,3.166821
331,3,3.564720
332,0,2.520687
332,7,5.075043
332,5,4.686799
332,8,3.584676
332,4,4.469292
332,9,2.724212
332,2,3.333908
332,6,2.862255
333,1,3.157156
333,3,3.544172
333,0,2.529131
333,7,5.060395
333,5,4.696614
333,8,3.606191
333,4,4.499286
333,9,2.731143
334,2,3.347908
334,6,2.858428
334,1,3.168141
334,3,3.550664
334,0,2.522859
334,7,5.066680
334,5,4.698996
334,8,3.595268
335,4,4.489572
335,9,2.721294
335,2,3.400213
335,6,2.975075
335,1,3.210869
335,3,3.574306
335,0,2.521893
335,7,5.060087
336,5,4.690142
336,8,3.587133
336,4,4.477343
336,9,2.722907
336,2,3.338057
336,6,2.875987
336,1,3.169613
336,3,3.572350
337,0,2.525561
337,7,5.066537
337,5,4.686918
337,8,3.580893
337,4,4.472683
337,9,2.728497
337,2,3.349546
337,6,2.869628
338,1,3.177903
338,3,3.573917
338,0,2.518262
338,7,5.069191
338,5,4.704378
338,8,3.581487
338,4,4.484424
338,9,2.722273
339,2,3.343945
339,6,2.852362
339,1,3.152454
339,3,3.547771
339,0,2.509608
339,7,5.068758
339,5,4.703817
339,8,3.606679
340,4,4.509067
340,9,2.735893
340,2,3.363004
340,6,2.883569
340,1,3.195541
340,3,3.588073
340,0,2.519428
340,7,5.055176
341,5,4.707466
341,8,3.613263
341,4,4.496519
341,9,2.739088
341,2,3.352667
341,6,2.876555
341,1,3.173565
341,3,3.560085
342,0,2.513247
342,7,5.055086
342,5,4.683666
342,8,3.622277
342,4,4.512351
342,9,2.743246
342,2,3.373948
342,6,2.883273
343,1,3.176314
343,3,3.566874
343,0,2.518172
343,7,5.052693
343,5,4.692643
343,8,3.597142
343,4,4.494082
343,9,2.749143
344,2,3.344816
344,6,2.867084
344,1,3.160805
344,3,3.561825
344,0,2.515009
344,7,5.053702
344,5,4.684247
344,8,3.597067
345,4,4.489781
345,9,2.730233
345,2,3.337391
345,6,2.859365
345,1,3.160933
345,3,3.548574
345,0,2.512709
345,7,5.047332
346,5,4.699171
346,8,3.586359
346,4,4.480796
346,9,2.735984
346,2,3.352909
346,6,2.872577
346,1,3.162964
346,3,3.548954
347,0,2.511100
347,7,5.053509
347,5,4.682800
347,8,3.581935
347,4,4.472985
347,9,2.724086
347,2,3.346777
347,6,2.869154
348,1,3.168513
348,3,3.558372
348,0,2.511409
348,7,5.045954
348,5,4.675757
348,8,3.583754
348,4,4.455018
348,9,2.722498
349,2,3.338660
349,6,2.863959
349,1,3.157459
349,3,3.552996
349,0,2.520704
349,7,5.049927
349,5,4.678695
349,8,3.580884
350,4,4.458325
350,9,2.724754
350,2,3.341058
350,6,2.861631
350,1,3.171514
350,3,3.554831
350,0,2.513962
350,7,5.040114
351,5,4.660523
351,8,3.577141
351,4,4.462414
351,9,2.713056
351,2,3.342458
351,6,2.863316
351,1,3.149542
351,3,3.555921
352,0,2.511439
352,7,5.040153
352,5,4.660352
352,8,3.574199
352,4,4.469684
352,9,2.712775
352,2,3.331095
352,6,2.855109
353,1,3.165391
353,3,3.553209
353,0,2.509283
353,7,5.036416
353,5,4.684680
353,8,3.592897
353,4,4.489020
353,9,2.731908
354,2,3.349597
354,6,2.860562
354,1,3.163352
354,3,3.552929
354,0,2.505354
354,7,5.027895
354,5,4.671679
354,8,3.585075
355,4,4.490305
355,9,2.735873
355,2,3.350707
355,6,2.864843
355,1,3.164137
355,3,3.551556
355,0,2.511678
355,7,5.038297
356,5,4.669262
356,8,3.575320
356,4,4.462237
356,9,2.718996
356,2,3.331625
356,6,2.863493
356,1,3.169078
356,3,3.548585
357,0,2.511638
357,7,5.043081
357,5,4.683146
357,8,3.579414
357,4,4.464564
357,9,2.725345
357,2,3.346308
357,6,2.868811
358,1,3.160181
358,3,3.550603
358,0,2.516882
358,7,5.060010
358,5,4.693602
358,8,3.612151
358,4,4.495214
358,9,2.735606
359,2,3.354284
359,6,2.871792
359,1,3.174165
359,3,3.563973
359,0,2.509571
359,7,5.041921
359,5,4.696115
359,8,3.609175
360,4,4.493280
360,9,2.741976
360,2,3.371988
360,6,2.872676
360,1,3.175730
360,3,3.568638
360,0,2.524191
360,7,5.056803
361,5,4.693966
361,8,3.606569
361,4,4.494388
361,9,2.748796
361,2,3.375033
361,6,2.880817
361,1,3.187427
361,3,3.567271
362,0,2.519243
362,7,5.084764
362,5,4.718483
362,8,3.612992
362,4,4.511089
362,9,2.746819
362,2,3.358255
362,6,2.864085
363,1,3.169896
363,3,3.566854
363,0,2.526165
363,7,5.057883
363,5,4.697072
363,8,3.603921
363,4,4.516650
363,9,2.753042
364,2,3.375641
364,6,2.885995
364,1,3.189451
364,3,3.573954
364,0,2.512829
364,7,5.033447
364,5,4.674827
364,8,3.597337
365,4,4.483313
365,9,2.730893
365,2,3.363944
365,6,2.879684
365,1,3.176670
365,3,3.566547
365,0,2.519375
365,7,5.069353
366,5,4.712896
366,8,3.593345
366,4,4.482827
366,9,2.732644
366,2,3.354868
366,6,2.878541
366,1,3.176840
366,3,3.575339
367,0,2.533444
367,7,5.076255
367,5,4.703027
367,8,3.615065
367,4,4.493958
367,9,2.735266
367,2,3.357626
367,6,2.871516
368,1,3.169312
368,3,3.561173
368,0,2.517072
368,7,5.053674
368,5,4.691953
368,8,3.588612
368,4,4.489683
368,9,2.738470
369,2,3.358155
369,6,2.892203
369,1,3.200495
369,3,3.595090
369,0,2.533869
369,7,5.077294
369,5,4.716388
369,8,3.617517
370,4,4.504492
370,9,2.745377
370,2,3.366099
370,6,2.888456
370,1,3.189693
370,3,3.587212
370,0,2.528012
370,7,5.070167
371,5,4.688206
371,8,3.591517
371,4,4.483023
371,9,2.742655
371,2,3.362042
371,6,2.885336
371,1,3.171983
371,3,3.567943
372,0,2.525726
372,7,5.063089
372,5,4.714206
372,8,3.609534
372,4,4.540624
372,9,2.753189
372,2,3.360505
372,6,2.874886
373,1,3.173481
373,3,3.554999
373,0,2.517468
373,7,5.058878
373,5,4.705780
373,8,3.607391
373,4,4.508326
373,9,2.748722
374,2,3.376858
374,6,2.880464
374,1,3.176760
374,3,3.558927
374,0,2.508736
374,7,5.053028
374,5,4.699236
374,8,3.612925
375,4,4.496714
375,9,2.745706
375,2,3.363951
375,6,2.864842
375,1,3.163476
375,3,3.556850
375,0,2.508820
375,7,5.085228
376,5,4.721035
376,8,3.621357
376,4,4.516512
376,9,2.734577
376,2,3.348094
376,6,2.868750
376,1,3.168440
376,3,3.554471
377,0,2.516402
377,7,5.072641
377,5,4.730571
377,8,3.621678
377,4,4.519830
377,9,2.746294
377,2,3.363939
377,6,2.876704
378,1,3.163057
378,3,3.548076
378,0,2.508862
378,7,5.047599
378,5,4.693419
378,8,3.612812
378,4,4.511499
378,9,2.747460
379,2,3.369694
379,6,2.877163
379,1,3.195388
379,3,3.580482
379,0,2.528667
379,7,5.062824
379,5,4.680062
379,8,3.587541
380,4,4.483535
380,9,2.745125
380,2,3.366534
380,6,2.880090
380,1,3.198817
380,3,3.586829
380,0,2.529702
380,7,5.083342
381,5,4.712123
381,8,3.605758
381,4,4.516308
381,9,2.733345
381,2,3.364042
381,6,2.874768
381,1,3.173444
381,3,3.578081
382,0,2.519271
382,7,5.081280
382,5,4.709212
382,8,3.604042
382,4,4.504850
382,9,2.752618
382,2,3.363354
382,6,2.881502
383,1,3.173095
383,3,3.562618
383,0,2.515673
383,7,5.042838
383,5,4.668734
383,8,3.591205
383,4,4.493273
383,9,2.739392
384,2,3.365035
384,6,2.890134
384,1,3.184655
384,3,3.580018
384,0,2.520601
384,7,5.053303
384,5,4.657812
384,8,3.559897
385,4,4.444476
385,9,2.707744
385,2,3.326966
385,6,2.858525
385,1,3.167088
385,3,3.544637
385,0,2.510617
385,7,5.039535
386,5,4.673182
386,8,3.576140
386,4,4.452614
386,9,2.707234
386,2,3.323289
386,6,2.841791
386,1,3.140436
386,3,3.545844
387,0,2.528525
387,7,5.041463
387,5,4.694798
387,8,3.610520
387,4,4.494291
