AggStep,ClientIndex,ExecutionTimeSeconds
581,6,2.929947
581,1,3.234683
581,3,3.633027
582,0,2.567766
582,7,5.198123
582,5,4.777116
582,8,3.664920
582,4,4.563892
582,9,2.783371
582,2,3.421598
582,6,2.911866
583,1,3.227125
583,3,3.628395
583,0,2.578230
583,7,5.183165
583,5,4.777467
583,8,3.671417
583,4,4.593603
583,9,2.781280
584,2,3.416254
584,6,2.916746
584,1,3.229659
584,3,3.679484
584,0,2.559463
584,7,5.158914
584,5,4.753886
584,8,3.660254
585,4,4.594654
585,9,2.779214
585,2,3.425586
585,6,2.949788
585,1,3.221112
585,3,3.615920
585,0,2.541660
585,7,5.095185
586,5,4.784421
586,8,3.646540
586,4,4.530176
586,9,2.760297
586,2,3.393922
586,6,2.918898
586,1,3.241575
586,3,3.594750
587,0,2.540006
587,7,5.129607
587,5,4.737375
587,8,3.666667
587,4,4.541453
587,9,2.774066
587,2,3.396397
587,6,2.883831
588,1,3.221109
588,3,3.610351
588,0,2.546882
588,7,5.108083
588,5,4.770480
588,8,3.662669
588,4,4.559544
588,9,2.777971
589,2,3.391494
589,6,2.911304
589,1,3.237811
589,3,3.618237
589,0,2.556117
589,7,5.139077
589,5,4.783662
589,8,3.674843
590,4,4.551237
590,9,2.773329
590,2,3.397594
590,6,2.930857
590,1,3.229578
590,3,3.617404
590,0,2.556535
590,7,5.130522
591,5,4.774179
591,8,3.657891
591,4,4.549474
591,9,2.771330
591,2,3.407178
591,6,2.921693
591,1,3.203773
591,3,3.588637
592,0,2.550515
592,7,5.154994
592,5,4.756147
592,8,3.665898
592,4,4.554811
592,9,2.791103
592,2,3.410412
592,6,2.921559
593,1,3.225155
593,3,3.660461
593,0,2.592094
593,7,5.244736
593,5,4.825975
593,8,3.673401
593,4,4.562385
593,9,2.786274
594,2,3.409417
594,6,2.908349
594,1,3.221145
594,3,3.638549
594,0,2.542458
594,7,5.115311
594,5,4.745998
594,8,3.668615
595,4,4.566829
595,9,2.768496
595,2,3.417902
595,6,2.915853
595,1,3.240403
595,3,3.659833
595,0,2.554862
595,7,5.138059
596,5,4.772536
596,8,3.666493
596,4,4.585088
596,9,2.787702
596,2,3.435242
596,6,2.934883
596,1,3.211988
596,3,3.656062
597,0,2.575420
597,7,5.141947
597,5,4.718722
597,8,3.618648
597,4,4.566491
597,9,2.777417
597,2,3.406894
597,6,2.901163
598,1,3.208073
598,3,3.635396
598,0,2.572704
598,7,5.133077
598,5,4.763793
598,8,3.628113
598,4,4.593530
598,9,2.790561
599,2,3.388916
599,6,2.885847
599,1,3.205567
599,3,3.627671
599,0,2.555516
599,7,5.088453
599,5,4.752383
599,8,3.656609
600,4,4.580759
600,9,2.793674
600,2,3.410067
600,6,2.934233
600,1,3.248211
600,3,3.609784
600,0,2.552425
600,7,5.077332
601,5,4.730750
601,8,3.639627
601,4,4.522639
601,9,2.773438
601,2,3.398157
601,6,2.926417
601,1,3.198625
601,3,3.585974
602,0,2.525831
602,7,5.103509
602,5,4.754578
602,8,3.629923
602,4,4.513729
602,9,2.751182
602,2,3.367429
602,6,2.890203
603,1,3.178015
603,3,3.588563
603,0,2.546081
603,7,5.095977
603,5,4.726753
603,8,3.633701
603,4,4.538927
603,9,2.766208
604,2,3.378231
604,6,2.873688
604,1,3.164184
604,3,3.566073
604,0,2.516768
604,7,5.148940
604,5,4.748274
604,8,3.646217
605,4,4.541337
605,9,2.745034
605,2,3.402208
605,6,2.895890
605,1,3.202569
605,3,3.593155
605,0,2.523705
605,7,5.101346
606,5,4.774681
606,8,3.657007
606,4,4.526302
606,9,2.744183
606,2,3.383962
606,6,2.915383
606,1,3.203839
606,3,3.591687
607,0,2.529132
607,7,5.076190
607,5,4.759873
607,8,3.600486
607,4,4.502781
607,9,2.734298
607,2,3.347590
607,6,2.874370
608,1,3.190127
608,3,3.553105
608,0,2.516646
608,7,5.028479
608,5,4.682312
608,8,3.594257
608,4,4.477386
608,9,2.731252
609,2,3.340948
609,6,2.921926
609,1,3.176276
609,3,3.551888
609,0,2.528694
609,7,5.040564
609,5,4.700579
609,8,3.586980
610,4,4.489320
610,9,2.748070
610,2,3.388291
610,6,2.890506
610,1,3.191393
610,3,3.573626
610,0,2.528196
610,7,5.067424
611,5,4.689865
611,8,3.593067
611,4,4.468920
611,9,2.726919
611,2,3.355427
611,6,2.876868
611,1,3.186654
611,3,3.569290
612,0,2.531124
612,7,5.083555
612,5,4.706681
612,8,3.604270
612,4,4.474738
612,9,2.754332
612,2,3.372916
612,6,2.858807
613,1,3.160746
613,3,3.570433
613,0,2.512164
613,7,5.066276
613,5,4.686852
613,8,3.604760
613,4,4.492870
613,9,2.748631
614,2,3.369982
614,6,2.873068
614,1,3.166551
614,3,3.550156
614,0,2.508976
614,7,5.070593
614,5,4.718355
614,8,3.588657
615,4,4.476046
615,9,2.739700
615,2,3.368542
615,6,2.880594
615,1,3.168628
615,3,3.558943
615,0,2.516051
615,7,5.072721
616,5,4.694546
616,8,3.591500
616,4,4.485191
616,9,2.731190
616,2,3.373309
616,6,2.876526
616,1,3.168255
616,3,3.559505
617,0,2.514185
617,7,5.086437
617,5,4.696185
617,8,3.595848
617,4,4.480022
617,9,2.736780
617,2,3.357801
617,6,2.858620
618,1,3.161048
618,3,3.542306
618,0,2.506990
618,7,5.070837
618,5,4.681417
618,8,3.597498
618,4,4.492232
618,9,2.749062
619,2,3.360515
619,6,2.864232
619,1,3.163274
619,3,3.563347
619,0,2.519300
619,7,5.085615
619,5,4.707252
619,8,3.616764
620,4,4.502105
620,9,2.746660
620,2,3.384391
620,6,2.896831
620,1,3.176664
620,3,3.546717
620,0,2.516055
620,7,5.054569
621,5,4.694785
621,8,3.583933
621,4,4.485071
621,9,2.737365
621,2,3.378929
621,6,2.891309
621,1,3.179430
621,3,3.557324
622,0,2.512875
622,7,5.043623
622,5,4.701305
622,8,3.596088
622,4,4.498577
622,9,2.740626
622,2,3.373013
622,6,2.873801
623,1,3.165957
623,3,3.556256
623,0,2.512371
623,7,5.070513
623,5,4.684970
623,8,3.602329
623,4,4.510521
623,9,2.781967
624,2,3.368032
624,6,2.873632
624,1,3.160351
624,3,3.571676
624,0,2.534443
624,7,5.039876
624,5,4.673173
624,8,3.581367
625,4,4.500389
625,9,2.728689
625,2,3.344239
625,6,2.866373
625,1,3.188829
625,3,3.577153
625,0,2.530892
625,7,5.087559
626,5,4.721045
626,8,3.586450
626,4,4.480361
626,9,2.731660
626,2,3.360199
626,6,2.875424
626,1,3.170593
626,3,3.565754
627,0,2.536289
627,7,5.085211
627,5,4.709410
627,8,3.611306
627,4,4.494616
627,9,2.741910
627,2,3.352758
627,6,2.861248
628,1,3.154064
628,3,3.543277
628,0,2.514544
628,7,5.054290
628,5,4.712370
628,8,3.626288
628,4,4.481225
628,9,2.738094
629,2,3.341229
629,6,2.862603
629,1,3.216795
629,3,3.589690
629,0,2.514514
629,7,5.040226
629,5,4.685089
629,8,3.597188
630,4,4.495744
630,9,2.725853
630,2,3.351474
630,6,2.865665
630,1,3.164791
630,3,3.592419
630,0,2.532693
630,7,5.048647
631,5,4.686528
631,8,3.591828
631,4,4.497146
631,9,2.748335
631,2,3.345692
631,6,2.860058
631,1,3.152738
631,3,3.537724
632,0,2.523138
632,7,5.080456
632,5,4.673635
632,8,3.587923
632,4,4.497854
632,9,2.884465
632,2,3.455788
632,6,2.876179
633,1,3.163023
633,3,3.555293
633,0,2.508661
633,7,5.051645
633,5,4.685277
633,8,3.602252
633,4,4.477170
633,9,2.756023
634,2,3.371132
634,6,2.878335
634,1,3.168415
634,3,3.553529
634,0,2.506016
634,7,5.048718
634,5,4.656631
634,8,3.584647
635,4,4.464541
635,9,2.739370
635,2,3.365022
635,6,2.867615
635,1,3.172757
635,3,3.555064
635,0,2.523027
635,7,5.051673
636,5,4.664113
636,8,3.579318
636,4,4.461760
636,9,2.726268
636,2,3.342121
636,6,2.872606
636,1,3.164348
636,3,3.563462
637,0,2.526539
637,7,5.082960
637,5,4.688647
637,8,3.599895
637,4,4.490292
637,9,2.727278
637,2,3.332747
637,6,2.872133
638,1,3.173524
638,3,3.560636
638,0,2.514190
638,7,5.042368
638,5,4.704291
638,8,3.614245
638,4,4.480007
638,9,2.736685
639,2,3.337243
639,6,2.874553
639,1,3.182627
639,3,3.550674
639,0,2.497407
639,7,5.022490
639,5,4.682144
639,8,3.589504
640,4,4.488250
640,9,2.725976
640,2,3.330504
640,6,2.881245
640,1,3.173708
640,3,3.548781
640,0,2.519511
640,7,5.031158
641,5,4.670494
641,8,3.576411
641,4,4.452687
641,9,2.724853
641,2,3.348301
641,6,2.892071
641,1,3.164905
641,3,3.556789
642,0,2.511373
642,7,5.047617
642,5,4.679202
642,8,3.570584
642,4,4.470189
642,9,2.732230
642,2,3.351448
642,6,2.858023
643,1,3.151368
643,3,3.549448
643,0,2.530435
643,7,5.082521
643,5,4.671767
643,8,3.584523
643,4,4.503384
643,9,2.727681
644,2,3.342365
644,6,2.861519
644,1,3.183544
644,3,3.562539
644,0,2.501015
644,7,5.029492
644,5,4.692309
644,8,3.589376
645,4,4.476311
645,9,2.729754
645,2,3.354494
645,6,2.866989
645,1,3.166562
645,3,3.542360
645,0,2.509457
645,7,5.055485
646,5,4.704421
646,8,3.605127
646,4,4.522436
646,9,2.740648
646,2,3.344111
646,6,2.858522
646,1,3.156226
646,3,3.551908
647,0,2.515413
647,7,5.038955
647,5,4.698304
647,8,3.605110
647,4,4.531465
647,9,2.749969
647,2,3.349859
647,6,2.858615
648,1,3.157179
648,3,3.550437
648,0,2.517452
648,7,5.041642
648,5,4.658030
648,8,3.584645
648,4,4.523884
648,9,2.779564
649,2,3.364459
649,6,2.868769
649,1,3.173779
649,3,3.564040
649,0,2.527458
649,7,5.035215
649,5,4.671387
649,8,3.590821
650,4,4.498161
650,9,2.748780
650,2,3.362580
650,6,2.869009
650,1,3.166508
650,3,3.558158
650,0,2.518809
650,7,5.058601
651,5,4.675014
651,8,3.584368
651,4,4.498352
651,9,2.738935
651,2,3.343788
651,6,2.866603
651,1,3.176141
651,3,3.590480
652,0,2.536567
652,7,5.053192
652,5,4.681946
652,8,3.608987
652,4,4.489046
652,9,2.738687
652,2,3.366218
652,6,2.876313
653,1,3.202295
653,3,3.566084
653,0,2.520653
653,7,5.057317
653,5,4.701460
653,8,3.600520
653,4,4.481443
653,9,2.735899
654,2,3.358827
654,6,2.895607
654,1,3.189033
654,3,3.574999
654,0,2.519428
654,7,5.058154
654,5,4.685992
654,8,3.595791
655,4,4.498916
655,9,2.735106
655,2,3.344574
655,6,2.855628
655,1,3.165859
655,3,3.569688
655,0,2.526690
655,7,5.052284
656,5,4.692402
656,8,3.613468
656,4,4.509056
656,9,2.739809
656,2,3.339044
656,6,2.867942
656,1,3.160777
656,3,3.578937
657,0,2.539042
657,7,5.061087
657,5,4.697338
657,8,3.616531
657,4,4.517085
657,9,2.740656
657,2,3.354093
657,6,2.864836
658,1,3.171681
658,3,3.567729
658,0,2.509134
658,7,5.043455
658,5,4.691285
658,8,3.614521
658,4,4.501613
658,9,2.738253
659,2,3.354452
659,6,2.864901
659,1,3.187586
659,3,3.561206
659,0,2.513125
659,7,5.050305
659,5,4.705037
659,8,3.591445
660,4,4.487943
660,9,2.733175
660,2,3.356102
660,6,2.880869
660,1,3.166765
660,3,3.553456
660,0,2.507223
660,7,5.069098
661,5,4.689669
661,8,3.590971
661,4,4.471147
661,9,2.738591
661,2,3.340971
661,6,2.859912
661,1,3.164964
661,3,3.566618
662,0,2.517213
662,7,5.059051
662,5,4.690139
662,8,3.613438
662,4,4.504534
662,9,2.738934
662,2,3.338485
662,6,2.858427
663,1,3.162801
663,3,3.547418
663,0,2.507908
663,7,5.044003
663,5,4.682507
663,8,3.598686
663,4,4.485041
663,9,2.731359
664,2,3.355399
664,6,2.869458
664,1,3.161659
664,3,3.540274
664,0,2.497913
664,7,5.007903
664,5,4.658868
664,8,3.575645
665,4,4.457248
665,9,2.726347
665,2,3.324834
665,6,2.846199
665,1,3.142699
665,3,3.532923
665,0,2.496618
665,7,5.004729
666,5,4.651616
666,8,3.571771
666,4,4.465750
666,9,2.724112
666,2,3.328660
666,6,2.849405
666,1,3.159406
666,3,3.539239
667,0,2.499179
667,7,5.021250
667,5,4.655529
667,8,3.568079
667,4,4.459174
667,9,2.726798
667,2,3.349655
667,6,2.847035
668,1,3.146766
668,3,3.533579
668,0,2.500455
668,7,5.008759
668,5,4.640931
668,8,3.579845
668,4,4.453017
668,9,2.711518
669,2,3.330487
669,6,2.849009
669,1,3.154362
669,3,3.530747
669,0,2.500566
669,7,5.032017
669,5,4.687136
669,8,3.600453
670,4,4.464159
670,9,2.718133
670,2,3.336764
670,6,2.854873
670,1,3.150133
670,3,3.539990
670,0,2.515583
670,7,5.027200
671,5,4.659257
671,8,3.585767
671,4,4.473639
671,9,2.715490
671,2,3.329283
671,6,2.851664
671,1,3.145589
671,3,3.535442
672,0,2.496872
672,7,5.027328
672,5,4.666500
672,8,3.580843
672,4,4.464720
672,9,2.718360
672,2,3.324054
672,6,2.846983
673,1,3.142165
673,3,3.527321
673,0,2.490876
673,7,5.008698
673,5,4.658371
673,8,3.570529
673,4,4.459636
673,9,2.719935
674,2,3.329683
674,6,2.860135
674,1,3.163088
674,3,3.536086
674,0,2.498274
674,7,5.018993
674,5,4.641483
674,8,3.560498
675,4,4.450811
675,9,2.715585
675,2,3.330904
675,6,2.853424
675,1,3.153399
675,3,3.539922
675,0,2.498404
675,7,5.019794
676,5,4.648826
676,8,3.562981
676,4,4.449931
676,9,2.721576
676,2,3.331038
676,6,2.846949
676,1,3.149276
676,3,3.535411
677,0,2.500377
677,7,5.022712
677,5,4.656347
677,8,3.572594
677,4,4.452522
677,9,2.713631
677,2,3.336692
677,6,2.853897
678,1,3.157560
678,3,3.535562
678,0,2.499774
678,7,5.039068
678,5,4.671265
678,8,3.578286
678,4,4.477294
678,9,2.711406
679,2,3.334956
679,6,2.848284
679,1,3.140343
679,3,3.529940
679,0,2.503900
679,7,5.039278
679,5,4.678601
679,8,3.594899
680,4,4.453600
680,9,2.713570
680,2,3.323522
680,6,2.838994
680,1,3.142983
680,3,3.529085
680,0,2.496052
680,7,5.024177
681,5,4.670542
681,8,3.587066
681,4,4.473773
681,9,2.724200
681,2,3.329573
681,6,2.843554
681,1,3.145121
681,3,3.525856
682,0,2.488147
682,7,5.008931
682,5,4.645000
682,8,3.573623
682,4,4.461074
682,9,2.713925
682,2,3.324345
682,6,2.851261
683,1,3.149586
683,3,3.536644
683,0,2.494186
683,7,5.002726
683,5,4.653368
683,8,3.579790
683,4,4.461534
683,9,2.719397
684,2,3.330242
684,6,2.853896
684,1,3.158541
684,3,3.540671
684,0,2.510031
684,7,5.048572
684,5,4.675526
684,8,3.576484
685,4,4.463275
685,9,2.721809
685,2,3.336794
685,6,2.857720
685,1,3.148233
685,3,3.537946
685,0,2.497608
685,7,5.011963
686,5,4.659979
686,8,3.570842
686,4,4.453532
686,9,2.723817
686,2,3.335723
686,6,2.850279
686,1,3.147138
686,3,3.539368
687,0,2.493792
687,7,5.016691
687,5,4.645778
687,8,3.567636
687,4,4.453063
687,9,2.727599
687,2,3.344965
687,6,2.850475
688,1,3.155976
688,3,3.552550
688,0,2.505045
688,7,5.025694
688,5,4.657518
688,8,3.581696
688,4,4.457037
688,9,2.713425
689,2,3.334224
689,6,2.864010
689,1,3.161299
689,3,3.539911
689,0,2.499709
689,7,5.014740
689,5,4.680637
689,8,3.579048
690,4,4.467821
690,9,2.729562
690,2,3.348867
690,6,2.860451
690,1,3.159499
690,3,3.547860
690,0,2.510613
690,7,5.036606
691,5,4.675260
691,8,3.575528
691,4,4.471440
691,9,2.733076
691,2,3.364110
691,6,2.866020
691,1,3.171890
691,3,3.562179
692,0,2.519870
692,7,5.062641
692,5,4.681751
692,8,3.591499
692,4,4.561523
692,9,2.786322
692,2,3.362280
692,6,2.857364
693,1,3.155661
693,3,3.558084
693,0,2.517862
693,7,5.074990
693,5,4.686672
693,8,3.607436
693,4,4.478646
693,9,2.723176
694,2,3.339036
694,6,2.850623
694,1,3.150508
694,3,3.561932
694,0,2.521780
694,7,5.069077
694,5,4.708689
694,8,3.606360
695,4,4.485106
695,9,2.728652
695,2,3.339949
695,6,2.861574
695,1,3.149310
695,3,3.546727
695,0,2.512622
695,7,5.051522
696,5,4.681492
696,8,3.587934
696,4,4.477831
696,9,2.731163
696,2,3.351314
696,6,2.871097
696,1,3.175929
696,3,3.562525
697,0,2.505682
697,7,5.035029
697,5,4.677725
697,8,3.587789
697,4,4.478791
697,9,2.739754
697,2,3.369135
697,6,2.876042
698,1,3.169222
698,3,3.559904
698,0,2.512686
698,7,5.048919
698,5,4.683362
698,8,3.594477
698,4,4.474797
698,9,2.730649
699,2,3.351440
699,6,2.868361
699,1,3.173060
699,3,3.573575
699,0,2.522185
699,7,5.043665
699,5,4.674276
699,8,3.604428
700,4,4.492311
700,9,2.735906
700,2,3.365038
700,6,2.865698
700,1,3.171360
700,3,3.565068
700,0,2.517161
700,7,5.056655
701,5,4.685013
701,8,3.590766
701,4,4.480107
701,9,2.732527
701,2,3.351184
701,6,2.849679
701,1,3.147965
701,3,3.569667
702,0,2.509866
702,7,5.054329
702,5,4.704607
702,8,3.603793
702,4,4.489306
702,9,2.729613
702,2,3.345131
702,6,2.858519
703,1,3.160161
703,3,3.549512
703,0,2.519808
703,7,5.054482
703,5,4.706643
703,8,3.617932
703,4,4.475137
703,9,2.727179
704,2,3.340942
704,6,2.854214
704,1,3.160000
704,3,3.541347
704,0,2.519315
704,7,5.053218
704,5,4.697694
704,8,3.612213
705,4,4.491404
705,9,2.729587
705,2,3.342906
705,6,2.856981
705,1,3.163786
705,3,3.552200
705,0,2.515212
705,7,5.051215
706,5,4.696068
706,8,3.604328
706,4,4.490055
706,9,2.739048
706,2,3.349627
706,6,2.866829
706,1,3.170115
706,3,3.554435
707,0,2.522672
707,7,5.045747
707,5,4.691683
707,8,3.601467
707,4,4.486907
707,9,2.733876
707,2,3.346739
707,6,2.863129
708,1,3.166335
708,3,3.557415
708,0,2.517488
708,7,5.066499
708,5,4.688289
708,8,3.597675
708,4,4.480388
708,9,2.732401
709,2,3.354892
709,6,2.860855
709,1,3.157552
709,3,3.547818
709,0,2.508870
709,7,5.034470
709,5,4.652842
709,8,3.570317
710,4,4.459269
710,9,2.720874
710,2,3.340799
710,6,2.841535
710,1,3.133392
710,3,3.525443
710,0,2.493141
710,7,5.003543
711,5,4.640268
711,8,3.558719
711,4,4.461480
711,9,2.713673
711,2,3.326369
711,6,2.862370
711,1,3.154317
711,3,3.529961
712,0,2.497466
712,7,5.004754
712,5,4.633614
712,8,3.561089
712,4,4.445846
712,9,2.719632
712,2,3.329626
712,6,2.844377
713,1,3.145859
713,3,3.524824
713,0,2.489824
713,7,4.998837
713,5,4.640971
713,8,3.573004
713,4,4.425370
713,9,2.697651
714,2,3.324360
714,6,2.847593
714,1,3.148470
714,3,3.533739
714,0,2.493510
714,7,5.001539
714,5,4.651802
714,8,3.571235
715,4,4.469242
715,9,2.718257
715,2,3.334415
715,6,2.841416
715,1,3.141503
715,3,3.528536
715,0,2.495006
715,7,5.027307
716,5,4.661108
716,8,3.577501
716,4,4.456146
716,9,2.712408
716,2,3.326794
716,6,2.841488
716,1,3.136491
716,3,3.514288
717,0,2.492704
717,7,5.013146
717,5,4.668281
717,8,3.589597
717,4,4.468830
717,9,2.722005
717,2,3.332695
717,6,2.855860
718,1,3.148845
718,3,3.527295
718,0,2.502065
718,7,5.045749
718,5,4.678938
718,8,3.569443
718,4,4.442478
718,9,2.701403
719,2,3.313112
719,6,2.836489
719,1,3.140362
719,3,3.532149
719,0,2.495152
719,7,5.017354
719,5,4.663404
719,8,3.578076
720,4,4.461736
720,9,2.717417
720,2,3.332291
720,6,2.852928
720,1,3.158878
720,3,3.560266
720,0,2.510720
720,7,5.040684
721,5,4.678541
721,8,3.583874
721,4,4.471574
721,9,2.734640
721,2,3.343967
721,6,2.858991
721,1,3.152881
721,3,3.542212
722,0,2.503109
722,7,5.037423
722,5,4.668955
722,8,3.582897
722,4,4.447925
722,9,2.730613
722,2,3.337526
722,6,2.864124
723,1,3.174587
723,3,3.561261
723,0,2.520370
723,7,5.051957
723,5,4.682548
723,8,3.607815
723,4,4.492423
723,9,2.732662
724,2,3.336259
724,6,2.851557
724,1,3.165476
724,3,3.548588
724,0,2.512315
724,7,5.034309
724,5,4.691025
724,8,3.602268
725,4,4.497731
725,9,2.744792
725,2,3.374884
725,6,2.882058
725,1,3.175568
725,3,3.564323
725,0,2.514665
725,7,5.034552
726,5,4.672632
726,8,3.587831
726,4,4.468496
726,9,2.732933
726,2,3.347247
726,6,2.863301
726,1,3.161809
726,3,3.565037
727,0,2.532231
727,7,5.067072
727,5,4.692453
727,8,3.585417
727,4,4.462131
727,9,2.728197
727,2,3.343397
727,6,2.858724
728,1,3.161284
728,3,3.555282
728,0,2.517752
728,7,5.060334
728,5,4.703810
728,8,3.606738
728,4,4.473341
728,9,2.723988
729,2,3.344203
729,6,2.859334
729,1,3.157649
729,3,3.538974
729,0,2.505968
729,7,5.020403
729,5,4.682533
729,8,3.592138
730,4,4.480551
730,9,2.712945
730,2,3.332288
730,6,2.858115
730,1,3.163638
730,3,3.550041
730,0,2.507842
730,7,5.026199
731,5,4.667600
731,8,3.586513
731,4,4.484081
731,9,2.731210
731,2,3.351499
731,6,2.875233
731,1,3.172611
731,3,3.567666
732,0,2.507835
732,7,5.041307
732,5,4.677218
732,8,3.584166
732,4,4.469591
732,9,2.730807
732,2,3.350633
732,6,2.865461
733,1,3.163895
733,3,3.538417
733,0,2.503057
733,7,5.012704
733,5,4.688902
733,8,3.591749
733,4,4.467458
733,9,2.728588
734,2,3.330170
734,6,2.845741
734,1,3.145889
734,3,3.535071
734,0,2.504169
734,7,5.040074
734,5,4.679485
734,8,3.596013
735,4,4.496741
735,9,2.733032
735,2,3.353664
735,6,2.864465
735,1,3.155496
735,3,3.537050
735,0,2.505152
735,7,5.026067
736,5,4.686271
736,8,3.605574
736,4,4.491240
736,9,2.731601
736,2,3.359029
736,6,2.864847
736,1,3.158279
736,3,3.547065
737,0,2.505893
737,7,5.038743
737,5,4.661009
737,8,3.573049
737,4,4.466816
737,9,2.726407
737,2,3.347449
737,6,2.868091
738,1,3.166107
738,3,3.556707
738,0,2.511334
738,7,5.034688
738,5,4.671359
738,8,3.586071
738,4,4.469859
738,9,2.718942
739,2,3.339079
739,6,2.853569
739,1,3.165122
739,3,3.551733
739,0,2.510543
739,7,5.035271
739,5,4.687371
739,8,3.575604
740,4,4.456047
740,9,2.716117
740,2,3.329699
740,6,2.863128
740,1,3.177489
740,3,3.571753
740,0,2.515581
740,7,5.046884
741,5,4.685607
741,8,3.593653
741,4,4.480123
741,9,2.732864
741,2,3.349056
741,6,2.864135
741,1,3.162729
741,3,3.557483
742,0,2.519688
742,7,5.060167
742,5,4.692570
742,8,3.588036
742,4,4.463140
742,9,2.722889
742,2,3.336373
742,6,2.852818
743,1,3.160486
743,3,3.543534
743,0,2.514099
743,7,5.041727
743,5,4.670939
743,8,3.589627
743,4,4.485096
743,9,2.729776
744,2,3.345785
744,6,2.862349
744,1,3.170903
744,3,3.544478
744,0,2.505272
744,7,5.035142
744,5,4.676385
744,8,3.584578
745,4,4.490846
745,9,2.725306
745,2,3.344220
745,6,2.870548
745,1,3.179312
745,3,3.543144
745,0,2.508335
745,7,5.045269
746,5,4.685689
746,8,3.598993
746,4,4.481682
746,9,2.739698
746,2,3.349846
746,6,2.860214
746,1,3.157468
746,3,3.544863
747,0,2.503666
747,7,5.052638
747,5,4.696932
747,8,3.598307
747,4,4.474104
747,9,2.732867
747,2,3.352834
747,6,2.881956
748,1,3.161762
748,3,3.540690
748,0,2.506129
748,7,5.050254
748,5,4.695037
748,8,3.603160
748,4,4.510632
748,9,2.743673
749,2,3.355847
749,6,2.872385
749,1,3.176128
749,3,3.553346
749,0,2.510915
749,7,5.035880
749,5,4.658056
749,8,3.576731
750,4,4.470894
750,9,2.727789
750,2,3.338601
750,6,2.857181
750,1,3.184768
750,3,3.563949
750,0,2.513222
750,7,5.010705
751,5,4.648401
751,8,3.570398
751,4,4.461709
751,9,2.723110
751,2,3.335979
751,6,2.855759
751,1,3.166700
751,3,3.555740
752,0,2.517881
752,7,5.055859
752,5,4.670714
752,8,3.577467
752,4,4.456491
752,9,2.723667
752,2,3.341956
752,6,2.862087
753,1,3.156840
753,3,3.544852
753,0,2.507981
753,7,5.036617
753,5,4.700267
753,8,3.705254
753,4,4.537354
753,9,2.737818
754,2,3.358314
754,6,2.879196
754,1,3.162800
754,3,3.541397
754,0,2.505695
754,7,5.033860
754,5,4.667614
754,8,3.587674
755,4,4.474523
755,9,2.755629
755,2,3.372468
755,6,2.888959
755,1,3.184262
755,3,3.572583
755,0,2.509469
755,7,5.031922
756,5,4.673864
756,8,3.580585
756,4,4.487852
756,9,2.734090
756,2,3.352107
756,6,2.867434
756,1,3.162303
756,3,3.544469
757,0,2.509452
757,7,5.025898
757,5,4.687113
757,8,3.599565
757,4,4.515691
757,9,2.741640
757,2,3.353459
757,6,2.868179
758,1,3.164932
758,3,3.551793
758,0,2.518967
758,7,5.047975
758,5,4.686988
758,8,3.599813
758,4,4.490547
758,9,2.744970
759,2,3.362435
759,6,2.861367
759,1,3.152758
759,3,3.543177
759,0,2.509712
759,7,5.040577
759,5,4.678825
759,8,3.593972
760,4,4.475610
760,9,2.728048
760,2,3.351406
760,6,2.867518
760,1,3.154207
760,3,3.546129
760,0,2.510636
760,7,5.066839
761,5,4.658567
761,8,3.577939
761,4,4.472949
761,9,2.726529
761,2,3.348186
761,6,2.861353
761,1,3.162697
761,3,3.549282
762,0,2.505275
762,7,5.038614
762,5,4.679065
762,8,3.612374
762,4,4.486265
762,9,2.738156
762,2,3.353752
762,6,2.867636
763,1,3.163524
763,3,3.551026
763,0,2.507706
763,7,5.024677
763,5,4.663832
763,8,3.583538
763,4,4.467313
763,9,2.722919
764,2,3.344577
764,6,2.890442
764,1,3.163474
764,3,3.544507
764,0,2.509932
764,7,5.031766
764,5,4.674652
764,8,3.589295
765,4,4.472699
765,9,2.731473
765,2,3.355047
765,6,2.869092
765,1,3.173018
765,3,3.570971
765,0,2.507981
765,7,5.028063
766,5,4.672389
766,8,3.589363
766,4,4.474101
766,9,2.732558
766,2,3.340374
766,6,2.861490
766,1,3.162569
766,3,3.555938
767,0,2.516180
767,7,5.051101
767,5,4.685894
767,8,3.612473
767,4,4.491599
767,9,2.740923
767,2,3.340705
767,6,2.858654
768,1,3.149283
768,3,3.530914
768,0,2.502583
768,7,5.036210
768,5,4.688472
768,8,3.599031
768,4,4.490617
768,9,2.729069
769,2,3.349479
769,6,2.864021
769,1,3.170532
769,3,3.549191
769,0,2.501944
769,7,5.047231
769,5,4.690578
769,8,3.607762
770,4,4.489555
770,9,2.730449
770,2,3.345435
770,6,2.858338
770,1,3.153891
770,3,3.536278
770,0,2.508878
770,7,5.046393
771,5,4.682636
771,8,3.593781
771,4,4.481325
771,9,2.728188
771,2,3.347133
771,6,2.858742
771,1,3.153312
771,3,3.544696
772,0,2.521905
772,7,5.050087
772,5,4.692652
772,8,3.597626
772,4,4.484216
772,9,2.724999
772,2,3.338443
772,6,2.850923
773,1,3.151587
773,3,3.540096
773,0,2.501183
773,7,5.023680
773,5,4.672656
773,8,3.582301
773,4,4.466890
773,9,2.718962
774,2,3.324547
774,6,2.843051
774,1,3.147205
774,3,3.558074
774,0,2.507607
774,7,5.021157
774,5,4.657308
774,8,3.573063
775,4,4.461643
775,9,2.724753
775,2,3.335654
775,6,2.862418
775,1,3.161040
